Poet name,Poem name,Poem
ارم زہرا,کتنی دور سے چلتے چلتے خواب نگر تک آئی ہوں,"کتنی دور سے چلتے چلتے خواب نگر تک آئی ہوں
پاؤں میں میں چھالے سہہ کر اپنے گھر تک آئی ہوں
کالی رات کے سناٹے کو میں نے پیچھے چھوڑ دیا
شب بھر تارے گنتے گنتے دیکھ سحر تک آئی ہوں
لکھتے لکھتے لفظوں سے میری بھی کچھ پہچان ہوئی
ساری عمر کی پونجی لے کر آج ہنر تک آئی ہوں
شاید وہ مٹی سے کوئی تیری شکل بنا پائے
تیرے خد و خال بتانے کوزہ گر تک آئی ہوں
سورج کی شدت نے مجھ کو کتنا ہے بے حال کیا
دھوپ کی چادر اوڑھ کے سر پہ ایک شجر تک آئی ہوں
بابل کے آنگن سے اک دن ہر بیٹی کو جانا ہے
آنکھوں میں نئے خواب سجا کر تیرے در تک آئی ہوں
اپنے ہاتھ میں علم کی شمع ارمؔ نے تھامے رکھی ہے
میں تو ایک اجالا لے کر دیدہ ور تک آئی ہوں"
ارم زہرا,کبھی تعمیر ہوتی ہوں کبھی مسمار ہوتی ہوں,"کبھی تعمیر ہوتی ہوں کبھی مسمار ہوتی ہوں
کبھی آسان لگتی ہوں کبھی دشوار ہوتی ہوں
مرے ہر روپ میں ہی دل کشی قدرت نے رکھی ہے
کبھی خوشبو کے ہالے میں گل گلزار ہوتی ہوں
کبھی محفل میں روز و شب ہوئے ہیں تذکرے میرے
کبھی بن کر خبر میں زینت اخبار ہوتی ہوں
کبھی میرے اشاروں پر بدل جاتی ہیں تدبیریں
کبھی طاقت کے ایوانوں کا اک ہتھیار ہوتی ہوں
مری تو عمر گزری ہے یوں ہی گرداب سے لڑتے
کبھی کشتی بچانے کے لئے پتوار ہوتی ہوں
کبھی میں اپنی سوچوں میں مگن رہتی ہوں روز و شب
کبھی میں اپنے دلبر کے لئے غم خوار ہوتی ہوں
ارمؔ سن کر جسے اس زندگی پر پیار آتا ہے
اسی آواز پر میں روز ہی بیدار ہوتی ہوں"
ارم زہرا,کیسے بناؤں ہاتھ پہ تصویر خواب کی,"کیسے بناؤں ہاتھ پہ تصویر خواب کی
مجھ کو ملی نہ آج بھی تعبیر خواب کی
آنکھوں سے نیند روٹھ کے جانے کدھر گئی
کٹتی نہیں ہے رات کو زنجیر خواب کی
جس شہر میں ہو خواب چرانے کی واردات
کیسے کروں وہاں پہ میں تشہیر خواب کی
خوابوں نے ہر قدم پہ مجھے حوصلہ دیا
دیکھی نہیں ہے تم نے کیا تاثیر خواب کی
کب تک رہے گی تیرگی تیرے خیال میں
روشن کرے گی اس کو بھی تنویر خواب کی
اس دن تو میرے خوابوں کو پہچان جاؤ گے
جس دن لکھے گا کوئی بھی تفسیر خواب کی
خوابوں کو ہی ارمؔ نے اثاثہ بنا لیا
رہنے دو میرے پاس یہ جاگیر خواب کی"
ارم زہرا,مرا قصہ بھی آئے گا وفا کی داستانوں میں,"مرا قصہ بھی آئے گا وفا کی داستانوں میں
مجھے مت ڈھونڈتے رہنا جفا کی داستانوں میں
میں بنت حوا اک دن میں بدل دوں گی زمانے کو
مجھے مت قید کر ناز و ادا کی داستانوں میں
نظر انداز مجھ کو کر نہیں سکتی کبھی دنیا
مجھے لکھا گیا ذہن رسا کی داستانوں میں
مرا دل توڑنے والے کبھی سوچا ہے یہ تو نے
ترا ہی نام آئے گا سزا کی داستانوں میں
ذرا پوچھو ہواؤں سے کہ یہ کیسے معطر ہیں
مجھے پاؤ گے تم باد صبا کی داستانوں میں
مرے شانوں پہ لہراتے ہوئے بالوں کو مت چھیڑو
مری زلفیں بھی شامل ہیں گھٹا کی داستانوں میں
کھلا رکھا ارمؔ نے دل کا دروازہ تری خاطر
مرا ہی تذکرہ ہوگا وفا کی داستانوں میں"
ارم زہرا,مرے پاؤں میں پائل کی وہی جھنکار زندہ ہے,"مرے پاؤں میں پائل کی وہی جھنکار زندہ ہے
محبت کی کہانی میں مرا کردار زندہ ہے
اسی کے نام سے ہر وقت میرا دل دھڑکتا ہے
میں زندہ اس لیے ہوں کہ مرا دل دار زندہ ہوں
جہاں کل ہر قدم پر مسکراہٹ رقص کرتی تھی
میں خوش ہوں آج بھی وہ رونق بازار زندہ ہے
یہاں دیکھا ہے میں نے خود سروں کو خاک میں ملتے
ترا سر جھک گیا لیکن مرا انکار زندہ ہے
مصور نے تو ساری دل کشی تصویر میں بھر دی
رہے گا فن سلامت جب تلک فن کار زندہ ہے
مری تہذیب میرے ساتھ ہے محو سفر ہر دم
مرے افکار زندہ ہیں مرا اظہار زندہ ہے
ارمؔ پر دھوپ کا احساس غالب آ نہیں سکتا
مرے سر پر ابھی تک سایۂ دیوار زندہ ہے"
ارم زہرا,ہم اس کے سامنے حسن و جمال کیا رکھتے,"ہم اس کے سامنے حسن و جمال کیا رکھتے
جو بے مثال ہے اس کی مثال کیا رکھتے
جو بے وفائی کو اپنا ہنر سمجھتا ہے
ہم اس کے آگے وفا کا سوال کیا رکھتے
ہمارا دل کسی جاگیر سے نہیں ارزاں
ہم اس کے سامنے مال و منال کیا رکھتے
اسے تو رشتے نبھانے کی آرزو ہی نہیں
پھر اس کی ایک نشانی سنبھال کیا رکھتے
جو دل پہ چوٹ لگانے میں خوب ماہر ہے
ہم اس کے سامنے اپنا کمال کیا رکھتے
ہمارے ظرف کا لوگوں نے امتحان لیا
ذرا سی بات کا دل میں ملال کیا رکھتے
جو اپنے دل سے ارمؔ کو نکال بیٹھا ہے
ہم اس کے سامنے ہجر و وصال کیا رکھتے"
خورشید اکبر,خواب صحرا تری تعبیر نکل آئی ہے,"خواب صحرا تری تعبیر نکل آئی ہے
کوئی وحشت ہے کہ جاگیر نکل آئی ہے
شاخ مژگاں کے پرندے ہیں یہ آنسو گویا
آب و دانہ لیے تقدیر نکل آئی ہے
خوں ابلتا ہے نکلتا ہے دھواں آنکھوں سے
دیکھ پانی کی یہ تحریر نکل آئی ہے
شہر اس طرح بیاباں میں گرا ہے جیسے
وقت کے پاؤں سے زنجیر نکل آئی ہے
زندگی تجھ کو مگر شرم نہیں آتی کیا
کیسی کیسی تری تصویر نکل آئی ہے
رات ہے جسم ہے بستر ہے فلک پہلو میں
چاند نکلا ہے کہ شمشیر نکل آئی ہے
تیز لہروں میں سلامت نہیں کوئی خورشیدؔ
کس طرح حسرت تعمیر نکل آئی ہے"
خورشید اکبر,جسم کے مرتبان سے آگے,"جسم کے مرتبان سے آگے
ذائقے سے زبان سے آگے
تیر سارے کمان سے آگے
اک خلش اور جان سے آگے
اک پرندہ لہو میں تر گویا
اک تصور اڑان سے آگے
ایک بستی یقیں فروشوں کی
اک علاقہ گمان سے آگے
ایک فریاد نارسائی کی
اک زمین آسمان سے آگے
اک سفر اور ہے تہ گرداب
اک جنوں بادبان سے آگے
ایک خورشیدؔ کی شہادت پر
شہر ظلمت بیان سے آگے"
خورشید اکبر,دن بہت سفاک نکلا رات سب دکھ سہہ گئی,"دن بہت سفاک نکلا رات سب دکھ سہہ گئی
دانت میں انگلی دبائے شام تنہا رہ گئی
سنگ ریزوں کی طرح بکھری پڑی ہیں خواہشیں
دیکھتے ہی دیکھتے کس کی حویلی ڈھ گئی
صندلی خوابوں میں لپٹے تھے ہزاروں اژدہے
اور پھر تاثیر جسم و جاں میں تہہ در تہہ گئی
بے مروت ساعتوں کو روئیے کیوں عمر بھر
ایک شے آنکھوں میں جو رہتی تھی کب کی بہہ گئی
گھر کی دیواروں پہ سبزہ بن کے اگنا تھا مجھے
اک ہوا صحرا سے آئی کان میں کچھ کہہ گئی"
خورشید اکبر,خوشی خوشبو خدا کی رو رہی ہے,"خوشی خوشبو خدا کی رو رہی ہے
قضا کس کی کہانی ہو رہی ہے
ہمارے شہر کی تصویر ہے یہ
قیامت بال کھولے سو رہی ہے
لہو کا نام سنتے ہی سفیدی
ہتھیلی بے ارادہ دھو رہی ہے
وہ میرا اشک یا تیری ہنسی ہو
کشش ہر شے برابر کھو رہی ہے
نہ جانے کس خطا پر اپنی بستی
جنازے پر جنازہ ڈھو رہی ہے
کہی جاتی نہیں خورشید اکبرؔ
غزل میں اپنی کاوش جو رہی ہے"
خورشید اکبر,نا مرادی کا ککہرہ لکھ دیا,"نا مرادی کا ککہرہ لکھ دیا
داد کا اکھشر سنہرا لکھ دیا
شہر میں ہولی ہوئی تھی خون کی
کس نے چہرے پر دسہرا لکھ دیا
مٹھیوں کو چپ کیا بندوق نے
تیز سانسوں پر بھی پہرہ لکھ دیا
چیخ دھرتی کا مقدر بن گئی
آسماں والے کو بہرا لکھ دیا"
خورشید اکبر,کون کس کے ساتھ رہتا ہے مکاں ہوتے ہوئے بھی,"کون کس کے ساتھ رہتا ہے مکاں ہوتے ہوئے بھی
کون چلتا ہے زمیں پر آسماں ہوتے ہوئے بھی
کون جانے خیر کا پہلو کہیں روشن ہو شاید
ہم تمہارے شہر میں ہیں بے اماں ہوتے ہوئے بھی
تیز بارش میں بھی کتنے پیاس کے مارے پڑے ہیں
دھوپ میں جلتے ہیں کتنے سائباں ہوتے ہوئے بھی
اس اندھیری رات میں وہ چاند نکلے گا یہاں سے
اک دریچہ عین ممکن ہے گماں ہوتے ہوئے بھی
نو شگفتہ اک شجر کا قد نکلنا ہے قیامت
اور اس کا بے خبر ہونا جواں ہوتے ہوئے بھی
کوئی تتلی گل کا چہرہ چومتی رہتی ہے اکثر
پھیلتی رہتی ہے خوشبو رائیگاں ہوتے ہوئے بھی
اس گھنے جنگل کا جلنا اپنی سرحد سے نکلنا
بستیوں کو یاد ہے سب کچھ دھواں ہوتے ہوئے بھی
ماہیٔ بے آب سا بیتاب ہے سارا زمانہ
اور میں شاداب ہوں آتش بجاں ہوتے ہوئے بھی
زندگی میں نے تمہیں ہر حال میں آباد رکھا
روتے ہنستے جیتے مرتے بے نشاں ہوتے ہوئے بھی
راہ شعرستاں سے گزرا ہے کوئی خورشید اکبرؔ
میرؔ و غالبؔ کا علاقہ درمیاں ہوتے ہوئے بھی"
خورشید اکبر,ایک مفروضہ تقدس خود پہ طاری کر رہا ہوں,"ایک مفروضہ تقدس خود پہ طاری کر رہا ہوں
کوہ عصیاں سے بہشتی نہر جاری کر رہا ہوں
چاہتا ہوں عرش و کرسی تک پہنچنا رفتہ رفتہ
اسفلینی خواہشوں پر یوں سواری کر رہا ہوں
منہمک ہے پیرہن شغلی میں کیوں چشم تخیل
میں ابھی عریاں بدن پر دست کاری کر رہا ہوں
نفس تسکینی پہ اس نے سو تقاضے رکھ دیئے ہیں
میں جو ہر لذت پہ فکر حمد باری کر رہا ہوں
سرنگوں گزرا ہے شاید اب کے تلواروں کا موسم
بے ارادہ شہر کی مردم شماری کر رہا ہوں"
خورشید اکبر,لب دریا مرادوں کا مکاں کیسا رہا ہوگا,"لب دریا مرادوں کا مکاں کیسا رہا ہوگا
گھنی پلکوں تلے آب رواں کیسا رہا ہوگا
دہکتی آگ میں وہ سائباں کیسا رہا ہوگا
ہمارے سر کے اوپر آسماں کیسا رہا ہوگا
بہت بے چین ہے خاک بیاباں سر پٹکتی ہے
دوانہ شہر بھر میں بے اماں کیسا رہا ہوگا
ستارے بجھ گئے ہوں گے زمینیں جل رہی ہوں گی
پھر اس کے بعد سیر لا مکاں کیسا رہا ہوگا
زمیں کی بے پناہی دیکھتا ہوں یاد کرتا ہوں
فلک پہلو میں تم سا مہرباں کیسا رہا ہوگا"
خورشید اکبر,مقدس پتھروں پر مدعا روشن نہ ہونے کا,"مقدس پتھروں پر مدعا روشن نہ ہونے کا
کہاں سر پھوڑیے اب معجزہ روشن نہ ہونے کا
بھٹکتا پھر رہا ہوں نفس کے اندھے جزیرے میں
سنا ہے اپنے حصے کا خدا روشن نہ ہونے کا
سرایت کر گئیں ایمان کی خوش فہمیاں خوں میں
درون قلب کوئی وسوسہ روشن نہ ہونے کا
مرے تلووں پہ مسند ہو گئے کانٹے بیاباں کے
دل وحشت زدہ میں آبلہ روشن نہ ہونے کا
میں اس کی پہلی بارش بن کے پی جاؤں گا چپکے سے
نہیں تو اس زمیں کا ذائقہ روشن نہ ہونے کا"
خورشید اکبر,گزر گئی ہے مجھے ریگ زار کرتی ہوئی,"گزر گئی ہے مجھے ریگ زار کرتی ہوئی
وہ ایک مچھلی سمندر شکار کرتی ہوئی
نہ جانے کتنے بھنور کو رلا کے آئے ہے
یہ میری کشتیٔ جاں خود کو پار کرتی ہوئی
وہ ایک ساعت معصوم دل کی پروردہ
مکر گئی ہے مگر اعتبار کرتی ہوئی
جنوں کی آخری لرزیدہ مضمحل سی رات
جھپک گئی ہے ذرا انتظار کرتی ہوئی
یہ کیسی خواہش نادید ہے دوراہے پر
سہم گئی ہے ابھی مجھ پہ وار کرتی ہوئی
لپٹ کے سو گئی آخر شمع فراق کے ساتھ
شب سیاہ ستارے شمار کرتی ہوئی
سفر میں کیسی حرارت قریب تھی خورشیدؔ
اتر گئی ہے مجھے دھار دار کرتی ہوئی"
خورشید اکبر,اسباب کہاں جان جہاں دیکھتے رہنا,"اسباب کہاں جان جہاں دیکھتے رہنا
خالی کوئی دم ہے یہ مکاں دیکھتے رہنا
تا عمر ترے شہر میں رہنا بھی نہیں ہے
ملتی ہے کہاں جائے اماں دیکھتے رہنا
پلکوں پہ کوئی ہے لب اظہار کی صورت
رکھتا ہوں میں خنجر پہ زباں دیکھتے رہنا
آنسو مرے بچوں کی طرح خون سے کھیلیں
کچھ کھیل نہیں گھر کا زیاں دیکھتے رہنا
اک عرصۂ جاں تک ہی یہ منظر نہیں موقوف
پھر قصۂ عالم ہے دھواں دیکھتے رہنا
بوچھار ہے تیروں کی وہ رہوار اکیلا
کتنا ہے شتابی یہ سماں دیکھتے رہنا
دنیا کسی مقتل میں ہے زندوں کی گواہی
جاتے ہیں کہاں پیر و جواں دیکھتے رہنا
ہوگی کسی منجدھار کے سینے پہ مری ناؤ
دریا ہے مرے ساتھ رواں دیکھتے رہنا
تاریک افق پر وہ عجب شان سے نکلا
خورشیدؔ سے روشن ہے جہاں دیکھتے رہنا"
